!	{"ud.punct": 1.0}
"	{"ud.punct": 0.9951397326852977, "ud.sym": 0.004860267314702308}
aisément	{"ud.adv": 1.0}
ait	{"ud.aux": 0.8484848484848485, "ud.verb": 0.12121212121212122, "ud.propn": 0.030303030303030304}
aix	{"ud.propn": 1.0}
aix-en-provence	{"ud.propn": 1.0}
ajoutant	{"ud.verb": 1.0}
ajoute	{"ud.verb": 1.0}
ajoutent	{"ud.verb": 1.0}
ajouter	{"ud.verb": 1.0}
ajouté	{"ud.verb": 1.0}
ajoutées	{"ud.verb": 1.0}
al	{"ud.x": 0.3, "ud.propn": 0.7}
al-assad	{"ud.propn": 1.0}
alabama	{"ud.propn": 1.0}
alain	{"ud.propn": 1.0}
alan	{"ud.propn": 1.0}
albanais	{"ud.noun": 0.6, "ud.adj": 0.4}
albert	{"ud.propn": 1.0}
alberto	{"ud.propn": 1.0}
album	{"ud.noun": 0.9904761904761905, "ud.propn": 0.009523809523809525}
albums	{"ud.noun": 0.9411764705882353, "ud.propn": 0.058823529411764705}
albus	{"ud.propn": 1.0}
alcalá	{"ud.propn": 1.0}
alcool	{"ud.noun": 1.0}
alentours	{"ud.adv": 0.09090909090909091, "ud.noun": 0.9090909090909091}
alerte	{"ud.adj": 0.25, "ud.noun": 0.75}
alex	{"ud.propn": 0.9230769230769231, "ud.x": 0.07692307692307693}
alexander	{"ud.propn": 1.0}
alexandre	{"ud.propn": 1.0}
alexis	{"ud.propn": 1.0}
alfonso	{"ud.propn": 1.0}
alfred	{"ud.propn": 1.0}
alger	{"ud.propn": 1.0}
algorithme	{"ud.noun": 1.0}
algues	{"ud.noun": 1.0}
algébrique	{"ud.adj": 1.0}
algérie	{"ud.propn": 1.0}
algérien	{"ud.adj": 1.0}
algérienne	{"ud.adj": 1.0}
algériens	{"ud.adj": 0.5, "ud.noun": 0.3333333333333333, "ud.propn": 0.16666666666666666}
ali	{"ud.propn": 1.0}
alias	{"ud.propn": 0.125, "ud.adv": 0.5, "ud.adp": 0.375}
alice	{"ud.propn": 1.0}
aligny	{"ud.propn": 1.0}
alimentaire	{"ud.adj": 1.0}
alimentaires	{"ud.adj": 1.0}
alimentation	{"ud.noun": 1.0}
alimente	{"ud.verb": 1.0}
aliments	{"ud.noun": 1.0}
all	{"ud.propn": 0.2, "ud.x": 0.8}
allah	{"ud.propn": 1.0}
allais	{"ud.verb": 1.0}
allait	{"ud.verb": 1.0}
allant	{"ud.verb": 1.0}
allemagne	{"ud.propn": 1.0}
allemand	{"ud.adj": 0.56, "ud.noun": 0.36, "ud.propn": 0.08}
allemande	{"ud.adj": 1.0}
allemandes	{"ud.adj": 1.0}
allemands	{"ud.adj": 0.42105263157894735, "ud.noun": 0.3157894736842105, "ud.propn": 0.2631578947368421}
allen	{"ud.propn": 1.0}
aller	{"ud.verb": 0.9555555555555556, "ud.noun": 0.044444444444444446}
allergique	{"ud.adj": 1.0}
allez	{"ud.verb": 0.9411764705882353, "ud.propn": 0.058823529411764705}
alliance	{"ud.noun": 0.8571428571428571, "ud.propn": 0.14285714285714285}
allie	{"ud.verb": 1.0}
allier	{"ud.propn": 0.6666666666666666, "ud.verb": 0.3333333333333333}
alliot-marie	{"ud.propn": 1.0}
alliée	{"ud.verb": 1.0}
alliées	{"ud.adj": 1.0}
alliés	{"ud.propn": 0.2727272727272727, "ud.noun": 0.6363636363636364, "ud.adj": 0.09090909090909091}
allongement	{"ud.noun": 1.0}
allons	{"ud.verb": 1.0}
allumettes	{"ud.noun": 1.0}
allure	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
allusion	{"ud.noun": 1.0}
allé	{"ud.verb": 1.0}
allée	{"ud.verb": 1.0}
allégeance	{"ud.noun": 1.0}
allés	{"ud.verb": 1.0}
alors	{"ud.adv": 1.0}
alpes	{"ud.propn": 0.6666666666666666, "ud.noun": 0.3333333333333333}
alpha	{"ud.propn": 1.0}
alphabet	{"ud.noun": 1.0}
alphonse	{"ud.propn": 1.0}
alpilles	{"ud.propn": 1.0}
alpine	{"ud.adj": 1.0}
alsace	{"ud.noun": 0.125, "ud.propn": 0.875}
alsaciens	{"ud.noun": 0.6666666666666666, "ud.adj": 0.3333333333333333}
alternatifs	{"ud.adj": 1.0}
alternative	{"ud.noun": 1.0}
alternatives	{"ud.adj": 0.8, "ud.noun": 0.2}
alterne	{"ud.verb": 1.0}
altitude	{"ud.noun": 1.0}
altitudes	{"ud.noun": 1.0}
alto	{"ud.noun": 0.3333333333333333, "ud.propn": 0.6666666666666666}
altération	{"ud.noun": 1.0}
altérer	{"ud.verb": 1.0}
alès	{"ud.propn": 1.0}
aléatoire	{"ud.adj": 1.0}
am	{"ud.propn": 0.6, "ud.x": 0.4}
amadou	{"ud.propn": 1.0}
amapá	{"ud.propn": 1.0}
amateurs	{"ud.noun": 0.8571428571428571, "ud.adj": 0.14285714285714285}
amaury	{"ud.propn": 1.0}
ambassade	{"ud.noun": 1.0}
ambassadeur	{"ud.noun": 1.0}
ambiance	{"ud.noun": 1.0}
ambiguïté	{"ud.noun": 1.0}
ambitieux	{"ud.adj": 1.0}
ambition	{"ud.noun": 1.0}
ambitions	{"ud.noun": 1.0}
ambroise	{"ud.propn": 1.0}
amdh	{"ud.propn": 1.0}
amendes	{"ud.noun": 1.0}
amener	{"ud.verb": 1.0}
america	{"ud.x": 0.625, "ud.propn": 0.375}
american	{"ud.x": 0.42857142857142855, "ud.adj": 0.14285714285714285, "ud.propn": 0.42857142857142855}
ami	{"ud.noun": 0.96, "ud.adj": 0.04}
amie	{"ud.noun": 1.0}
amiral	{"ud.noun": 0.7142857142857143, "ud.adj": 0.2857142857142857}
amis	{"ud.noun": 0.9722222222222222, "ud.propn": 0.027777777777777776}
amitié	{"ud.noun": 0.8, "ud.propn": 0.2}
amnesty	{"ud.propn": 1.0}
amont	{"ud.propn": 0.2, "ud.noun": 0.8}
amour	{"ud.noun": 0.8780487804878049, "ud.propn": 0.12195121951219512}
amoureuse	{"ud.adj": 1.0}
amoureux	{"ud.noun": 0.5714285714285714, "ud.adj": 0.42857142857142855}
amphibien	{"ud.noun": 1.0}
amphibiens	{"ud.noun": 0.875, "ud.propn": 0.125}
ampleur	{"ud.noun": 1.0}
amsterdam	{"ud.propn": 1.0}
amusant	{"ud.adj": 0.6666666666666666, "ud.verb": 0.3333333333333333}
amuser	{"ud.verb": 1.0}
amène	{"ud.verb": 1.0}
amédée	{"ud.propn": 1.0}
amélioration	{"ud.noun": 1.0}
améliorer	{"ud.verb": 1.0}
amélioré	{"ud.verb": 1.0}
aménagement	{"ud.noun": 0.8888888888888888, "ud.propn": 0.1111111111111111}
aménagé	{"ud.verb": 1.0}
américain	{"ud.adj": 0.9775280898876404, "ud.propn": 0.011235955056179775, "ud.noun": 0.011235955056179775}
américaine	{"ud.adj": 1.0}
américaines	{"ud.adj": 1.0}
américains	{"ud.adj": 0.6818181818181818, "ud.noun": 0.3181818181818182}
amérique	{"ud.propn": 1.0}
an	{"ud.noun": 0.9294117647058824, "ud.det": 0.03529411764705882, "ud.x": 0.023529411764705882, "ud.adp": 0.011764705882352941}
analogie	{"ud.noun": 1.0}
analyse	{"ud.verb": 0.03225806451612903, "ud.noun": 0.967741935483871}
analyser	{"ud.verb": 1.0}
analyses	{"ud.noun": 1.0}
analyseur	{"ud.noun": 1.0}
analyste	{"ud.noun": 1.0}
analystes	{"ud.noun": 1.0}
ananas	{"ud.noun": 1.0}
ancien	{"ud.adj": 0.9550561797752809, "ud.propn": 0.0449438202247191}
ancienne	{"ud.adj": 0.9701492537313433, "ud.noun": 0.029850746268656716}
anciennement	{"ud.adv": 1.0}
anciennes	{"ud.adj": 1.0}
ancienneté	{"ud.noun": 1.0}
anciens	{"ud.adj": 0.9090909090909091, "ud.noun": 0.09090909090909091}
ancêtre	{"ud.noun": 1.0}
ancêtres	{"ud.noun": 1.0}
and	{"ud.cconj": 0.1724137931034483, "ud.x": 0.8275862068965517}
anderlecht	{"ud.propn": 1.0}
andrea	{"ud.propn": 1.0}
andrew	{"ud.propn": 0.8, "ud.x": 0.2}
andronicus	{"ud.propn": 1.0}
andré	{"ud.propn": 1.0}
andy	{"ud.propn": 1.0}
anecdotes	{"ud.noun": 1.0}
ange	{"ud.propn": 0.25, "ud.noun": 0.75}
angeles	{"ud.propn": 1.0}
angers	{"ud.propn": 1.0}
anges	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
anglais	{"ud.noun": 0.6133333333333333, "ud.adj": 0.3466666666666667, "ud.propn": 0.04}
anglaise	{"ud.adj": 1.0}
angle	{"ud.noun": 1.0}
angles	{"ud.noun": 1.0}
angleterre	{"ud.propn": 1.0}
anglophones	{"ud.noun": 1.0}
angola	{"ud.propn": 1.0}
angoulême	{"ud.propn": 1.0}
animal	{"ud.noun": 0.9411764705882353, "ud.adj": 0.058823529411764705}
animale	{"ud.adj": 1.0}
animateur	{"ud.noun": 1.0}
animation	{"ud.noun": 1.0}
animatrice	{"ud.noun": 1.0}
animaux	{"ud.noun": 1.0}
anime	{"ud.noun": 0.2857142857142857, "ud.verb": 0.42857142857142855, "ud.adj": 0.14285714285714285, "ud.propn": 0.14285714285714285}
animer	{"ud.verb": 1.0}
animé	{"ud.adj": 0.6666666666666666, "ud.verb": 0.3333333333333333}
animée	{"ud.verb": 0.75, "ud.adj": 0.25}
anna	{"ud.propn": 1.0}
annales	{"ud.noun": 0.8333333333333334, "ud.propn": 0.16666666666666666}
anne	{"ud.propn": 1.0}
anneaux	{"ud.noun": 1.0}
annecy	{"ud.propn": 1.0}
annexe	{"ud.verb": 0.125, "ud.noun": 0.875}
annexes	{"ud.adj": 0.6666666666666666, "ud.noun": 0.3333333333333333}
annexé	{"ud.verb": 1.0}
annie	{"ud.propn": 1.0}
anniversaire	{"ud.noun": 1.0}
annonce	{"ud.verb": 0.8333333333333334, "ud.noun": 0.16666666666666666}
annoncent	{"ud.verb": 1.0}
annoncer	{"ud.verb": 1.0}
annonces	{"ud.noun": 1.0}
annonciation	{"ud.propn": 0.6666666666666666, "ud.noun": 0.3333333333333333}
annoncé	{"ud.verb": 1.0}
annoncée	{"ud.verb": 1.0}
annonça	{"ud.verb": 1.0}
annonçant	{"ud.verb": 1.0}
annuel	{"ud.adj": 1.0}
annuelle	{"ud.adj": 1.0}
annuellement	{"ud.adv": 1.0}
année	{"ud.noun": 1.0}
années	{"ud.noun": 1.0}
anonyme	{"ud.adj": 1.0}
ans	{"ud.noun": 0.9837133550488599, "ud.propn": 0.013029315960912053, "ud.x": 0.003257328990228013}
anse	{"ud.noun": 1.0}
antenne	{"ud.propn": 0.6, "ud.noun": 0.4}
anthony	{"ud.propn": 1.0}
anthropologie	{"ud.noun": 1.0}
antilles	{"ud.propn": 1.0}
antique	{"ud.adj": 1.0}
antiquité	{"ud.noun": 0.5714285714285714, "ud.propn": 0.42857142857142855}
antiquités	{"ud.propn": 0.3333333333333333, "ud.noun": 0.6666666666666666}
antisémites	{"ud.adj": 1.0}
antoine	{"ud.propn": 1.0}
anton	{"ud.propn": 1.0}
antonio	{"ud.propn": 1.0}
antérieur	{"ud.adj": 1.0}
antérieures	{"ud.adj": 1.0}
anvers	{"ud.propn": 1.0}
anversois	{"ud.adj": 1.0}
aoc	{"ud.noun": 0.3333333333333333, "ud.x": 0.6666666666666666}
aout	{"ud.noun": 1.0}
août	{"ud.noun": 1.0}
ap	{"ud.propn": 0.3333333333333333, "ud.noun": 0.3333333333333333, "ud.x": 0.3333333333333333}
aperçoit	{"ud.verb": 1.0}
aperçu	{"ud.noun": 1.0}
apex	{"ud.propn": 0.3333333333333333, "ud.noun": 0.6666666666666666}
apparaissent	{"ud.verb": 1.0}
apparait	{"ud.verb": 1.0}
apparaît	{"ud.verb": 1.0}
apparaître	{"ud.verb": 1.0}
appareil	{"ud.noun": 1.0}
appareils	{"ud.noun": 1.0}
apparemment	{"ud.adv": 1.0}
apparence	{"ud.noun": 1.0}
apparente	{"ud.verb": 1.0}
apparition	{"ud.noun": 1.0}
apparitions	{"ud.noun": 1.0}
appartement	{"ud.noun": 1.0}
appartenant	{"ud.verb": 1.0}
appartiennent	{"ud.verb": 1.0}
appartient	{"ud.verb": 1.0}
apparu	{"ud.verb": 1.0}
apparues	{"ud.verb": 1.0}
appel	{"ud.noun": 1.0}
appelait	{"ud.verb": 1.0}
appelant	{"ud.verb": 1.0}
appeler	{"ud.verb": 1.0}
appellation	{"ud.noun": 1.0}
appelle	{"ud.verb": 1.0}
appellent	{"ud.verb": 1.0}
appels	{"ud.noun": 1.0}
appelé	{"ud.verb": 1.0}
appelée	{"ud.verb": 1.0}
appelées	{"ud.verb": 1.0}
appelés	{"ud.verb": 1.0}
application	{"ud.noun": 1.0}
applications	{"ud.noun": 1.0}
applique	{"ud.verb": 1.0}
appliquer	{"ud.verb": 1.0}
appliqué	{"ud.verb": 1.0}
appliquées	{"ud.verb": 0.6666666666666666, "ud.adj": 0.3333333333333333}
apport	{"ud.noun": 1.0}
apportait	{"ud.verb": 1.0}
apporte	{"ud.verb": 1.0}
apporter	{"ud.verb": 1.0}
apporté	{"ud.verb": 1.0}
apportée	{"ud.verb": 1.0}
apprend	{"ud.verb": 1.0}
apprendre	{"ud.verb": 1.0}
apprenti	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
apprentissage	{"ud.noun": 1.0}
appris	{"ud.verb": 1.0}
approche	{"ud.noun": 0.7142857142857143, "ud.verb": 0.2857142857142857}
approcher	{"ud.verb": 1.0}
approches	{"ud.noun": 1.0}
approché	{"ud.verb": 1.0}
approfondie	{"ud.adj": 0.6666666666666666, "ud.verb": 0.3333333333333333}
approuvé	{"ud.verb": 1.0}
approvisionnement	{"ud.noun": 1.0}
approximativement	{"ud.adv": 1.0}
appréciable	{"ud.adj": 1.0}
apprécier	{"ud.verb": 1.0}
apprécié	{"ud.verb": 1.0}
appréciée	{"ud.verb": 1.0}
appui	{"ud.noun": 1.0}
appuie	{"ud.verb": 1.0}
appuient	{"ud.verb": 1.0}
appuyant	{"ud.verb": 1.0}
appuyer	{"ud.verb": 1.0}
après	{"ud.adp": 0.9181818181818182, "ud.adv": 0.08181818181818182}
après-demain	{"ud.adv": 1.0}
après-guerre	{"ud.noun": 1.0}
après-midi	{"ud.noun": 1.0}
apôtres	{"ud.noun": 0.75, "ud.propn": 0.25}
aquariophilie	{"ud.noun": 1.0}
aquatiques	{"ud.adj": 1.0}
aquitaine	{"ud.propn": 1.0}
ar-18	{"ud.num": 0.6666666666666666, "ud.propn": 0.3333333333333333}
arabe	{"ud.adj": 0.7837837837837838, "ud.noun": 0.1891891891891892, "ud.propn": 0.02702702702702703}
arabes	{"ud.adj": 0.7142857142857143, "ud.noun": 0.21428571428571427, "ud.propn": 0.07142857142857142}
arabie	{"ud.propn": 1.0}
aragon	{"ud.propn": 1.0}
araignées	{"ud.noun": 1.0}
aranéomorphes	{"ud.adj": 1.0}
arbitrage	{"ud.noun": 1.0}
arbitre	{"ud.noun": 1.0}
arbre	{"ud.noun": 1.0}
arbres	{"ud.noun": 1.0}
arbuste	{"ud.noun": 1.0}
arc	{"ud.noun": 0.6, "ud.propn": 0.4}
archevêché	{"ud.noun": 1.0}
archevêque	{"ud.noun": 1.0}
archidiacre	{"ud.noun": 1.0}
archipel	{"ud.noun": 0.8333333333333334, "ud.propn": 0.16666666666666666}
architecte	{"ud.noun": 1.0}
architectes	{"ud.noun": 1.0}
architectural	{"ud.adj": 1.0}
architecturaux	{"ud.adj": 1.0}
architecture	{"ud.noun": 1.0}
archives	{"ud.noun": 0.7647058823529411, "ud.x": 0.058823529411764705, "ud.propn": 0.17647058823529413}
archéologique	{"ud.adj": 1.0}
archéologiques	{"ud.adj": 1.0}
archétype	{"ud.noun": 1.0}
arcs	{"ud.noun": 1.0}
arctique	{"ud.propn": 0.75, "ud.adj": 0.25}
argent	{"ud.noun": 0.9772727272727273, "ud.propn": 0.022727272727272728}
argentin	{"ud.noun": 0.5, "ud.adj": 0.5}
argentine	{"ud.adj": 0.13333333333333333, "ud.propn": 0.8666666666666667}
argument	{"ud.noun": 1.0}
aristocratie	{"ud.noun": 1.0}
arizona	{"ud.propn": 1.0}
arles	{"ud.propn": 1.0}
armand	{"ud.propn": 1.0}
arme	{"ud.noun": 1.0}
armement	{"ud.noun": 1.0}
armes	{"ud.noun": 1.0}
armoiries	{"ud.noun": 1.0}
armstrong	{"ud.propn": 1.0}
armure	{"ud.noun": 1.0}
army	{"ud.propn": 0.5, "ud.x": 0.3333333333333333, "ud.noun": 0.16666666666666666}
armé	{"ud.verb": 0.8571428571428571, "ud.adj": 0.14285714285714285}
armée	{"ud.noun": 0.9716981132075472, "ud.adj": 0.02830188679245283}
armées	{"ud.noun": 0.7777777777777778, "ud.verb": 0.05555555555555555, "ud.adj": 0.16666666666666666}
arménie	{"ud.propn": 1.0}
arménien	{"ud.adj": 0.3333333333333333, "ud.noun": 0.6666666666666666}
armés	{"ud.verb": 1.0}
arn	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
arnaque	{"ud.noun": 1.0}
arnm	{"ud.x": 0.6666666666666666, "ud.noun": 0.3333333333333333}
arnold	{"ud.propn": 1.0}
arrangement	{"ud.noun": 1.0}
arrangements	{"ud.noun": 1.0}
arranger	{"ud.verb": 1.0}
arrestation	{"ud.noun": 1.0}
arrestations	{"ud.noun": 1.0}
arrive	{"ud.verb": 1.0}
arrivent	{"ud.verb": 1.0}
arriver	{"ud.verb": 1.0}
arrivèrent	{"ud.verb": 1.0}
arrivé	{"ud.verb": 1.0}
arrivée	{"ud.noun": 0.9230769230769231, "ud.verb": 0.07692307692307693}
arrivés	{"ud.verb": 1.0}
arrière	{"ud.noun": 0.6, "ud.adv": 0.1, "ud.adj": 0.3}
arrondissement	{"ud.noun": 1.0}
arrondissements	{"ud.noun": 1.0}
arrêt	{"ud.noun": 1.0}
arrête	{"ud.verb": 1.0}
arrêter	{"ud.verb": 1.0}
arrêté	{"ud.noun": 0.43478260869565216, "ud.verb": 0.5652173913043478}
arrêtée	{"ud.verb": 1.0}
arrêtés	{"ud.verb": 1.0}
arsenal	{"ud.propn": 0.375, "ud.noun": 0.625}
art	{"ud.noun": 0.84, "ud.propn": 0.08, "ud.x": 0.08}
arte	{"ud.propn": 1.0}
arthur	{"ud.propn": 1.0}
article	{"ud.noun": 1.0}
articles	{"ud.noun": 1.0}
artificiel	{"ud.adj": 1.0}
artificielle	{"ud.adj": 1.0}
artillerie	{"ud.noun": 1.0}
artisans	{"ud.noun": 1.0}
artiste	{"ud.noun": 1.0}
artistes	{"ud.noun": 1.0}
artistique	{"ud.adj": 1.0}
artistiques	{"ud.adj": 1.0}
arts	{"ud.noun": 0.7142857142857143, "ud.propn": 0.21428571428571427, "ud.x": 0.07142857142857142}
artères	{"ud.noun": 1.0}
as	{"ud.propn": 0.5882352941176471, "ud.noun": 0.17647058823529413, "ud.x": 0.058823529411764705, "ud.verb": 0.058823529411764705, "ud.aux": 0.11764705882352941}
ascension	{"ud.noun": 1.0}
asiatique	{"ud.adj": 1.0}
asiatiques	{"ud.adj": 1.0}
asie	{"ud.propn": 1.0}
asile	{"ud.noun": 1.0}
aspect	{"ud.noun": 1.0}
aspects	{"ud.noun": 1.0}
aspirant	{"ud.noun": 0.6666666666666666, "ud.verb": 0.3333333333333333}
assainissement	{"ud.noun": 1.0}
assassin	{"ud.noun": 0.6666666666666666, "ud.adj": 0.3333333333333333}
assassinat	{"ud.noun": 1.0}
assassiné	{"ud.verb": 1.0}
assaut	{"ud.noun": 1.0}
assemblée	{"ud.noun": 1.0}
assez	{"ud.adv": 1.0}
assiette	{"ud.noun": 1.0}
assiettes	{"ud.noun": 1.0}
assistance	{"ud.noun": 1.0}
assistant	{"ud.noun": 1.0}
assiste	{"ud.verb": 1.0}
assister	{"ud.verb": 1.0}
assisté	{"ud.verb": 1.0}
assiège	{"ud.verb": 1.0}
associatif	{"ud.adj": 1.0}
association	{"ud.noun": 0.8769230769230769, "ud.x": 0.09230769230769231, "ud.propn": 0.03076923076923077}
associations	{"ud.noun": 1.0}
associe	{"ud.verb": 1.0}
associer	{"ud.verb": 1.0}
associé	{"ud.verb": 0.8333333333333334, "ud.noun": 0.16666666666666666}
associée	{"ud.verb": 1.0}
associés	{"ud.verb": 0.7, "ud.noun": 0.3}
assume	{"ud.verb": 1.0}
assumer	{"ud.verb": 1.0}
assurance	{"ud.noun": 0.8333333333333334, "ud.x": 0.16666666666666666}
assurant	{"ud.verb": 1.0}
assure	{"ud.verb": 1.0}
assurent	{"ud.verb": 1.0}
assurer	{"ud.verb": 1.0}
assuré	{"ud.verb": 1.0}
assurée	{"ud.verb": 0.6666666666666666, "ud.adj": 0.3333333333333333}
assurés	{"ud.verb": 1.0}
assyriens	{"ud.adj": 0.6666666666666666, "ud.propn": 0.3333333333333333}
astreints	{"ud.verb": 1.0}
astronomique	{"ud.adj": 1.0}
astérix	{"ud.propn": 1.0}
astéroïde	{"ud.noun": 1.0}
at	{"ud.adp": 0.2, "ud.propn": 0.2, "ud.x": 0.6}
atelier	{"ud.noun": 1.0}
ateliers	{"ud.noun": 1.0}
athlète	{"ud.noun": 1.0}
athlétique	{"ud.adj": 0.6666666666666666, "ud.noun": 0.3333333333333333}
athlétisme	{"ud.noun": 1.0}
athènes	{"ud.propn": 1.0}
atlanta	{"ud.propn": 1.0}
atlantique	{"ud.propn": 0.5454545454545454, "ud.adj": 0.45454545454545453}
atlantis	{"ud.propn": 1.0}
atmosphère	{"ud.noun": 1.0}
atome	{"ud.noun": 1.0}
atomes	{"ud.noun": 1.0}
atomique	{"ud.adj": 1.0}
attache	{"ud.noun": 0.3333333333333333, "ud.verb": 0.6666666666666666}
attaché	{"ud.verb": 1.0}
attaquant	{"ud.noun": 1.0}
attaque	{"ud.noun": 0.8823529411764706, "ud.verb": 0.08823529411764706, "ud.propn": 0.029411764705882353}
attaquer	{"ud.verb": 1.0}
attaques	{"ud.noun": 1.0}
attaqué	{"ud.verb": 1.0}
atteignant	{"ud.verb": 1.0}
atteignent	{"ud.verb": 1.0}
atteignit	{"ud.verb": 1.0}
atteindre	{"ud.verb": 1.0}
atteint	{"ud.verb": 1.0}
atteinte	{"ud.verb": 0.4444444444444444, "ud.noun": 0.5555555555555556}
atteintes	{"ud.verb": 0.3333333333333333, "ud.noun": 0.6666666666666666}
atteints	{"ud.verb": 0.8, "ud.adj": 0.2}
attend	{"ud.verb": 1.0}
attendent	{"ud.verb": 1.0}
attendre	{"ud.verb": 1.0}
attendu	{"ud.verb": 1.0}
attendue	{"ud.verb": 1.0}
attentat	{"ud.noun": 1.0}
attentats	{"ud.noun": 1.0}
attente	{"ud.noun": 1.0}
attentes	{"ud.noun": 1.0}
attention	{"ud.noun": 0.5909090909090909, "ud.intj": 0.4090909090909091}
attestent	{"ud.verb": 1.0}
attesté	{"ud.verb": 1.0}
attire	{"ud.verb": 1.0}
attirer	{"ud.verb": 1.0}
attiré	{"ud.verb": 1.0}
attitude	{"ud.noun": 1.0}
attractions	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
attribue	{"ud.verb": 1.0}
attribuer	{"ud.verb": 1.0}
attribut	{"ud.noun": 1.0}
attribution	{"ud.noun": 1.0}
attributs	{"ud.noun": 1.0}
attribué	{"ud.verb": 1.0}
attribuée	{"ud.verb": 1.0}
attribuées	{"ud.verb": 1.0}
attribués	{"ud.verb": 1.0}
au	{"ud._": 0.9995353159851301, "ud.propn": 0.00046468401486988845}
au-delà	{"ud.adv": 1.0}
au-dessus	{"ud.adv": 1.0}
aube	{"ud.propn": 0.625, "ud.noun": 0.375}
aubry	{"ud.propn": 1.0}
auckland	{"ud.propn": 1.0}
aucun	{"ud.det": 0.8070175438596491, "ud.pron": 0.19298245614035087}
aucune	{"ud.det": 0.9607843137254902, "ud.pron": 0.0392156862745098}
aude	{"ud.propn": 1.0}
audience	{"ud.noun": 1.0}
audio	{"ud.adj": 1.0}
audit	{"ud.noun": 1.0}
auditeur	{"ud.noun": 1.0}
augmentation	{"ud.noun": 1.0}
augmente	{"ud.verb": 1.0}
augmenter	{"ud.verb": 1.0}
augmenté	{"ud.verb": 1.0}
auguste	{"ud.propn": 1.0}
augustin	{"ud.propn": 1.0}
augustine	{"ud.propn": 0.6666666666666666, "ud.x": 0.3333333333333333}
aujourd'hui	{"ud.adv": 1.0}
aumônier	{"ud.noun": 1.0}
auparavant	{"ud.adv": 1.0}
auprès	{"ud.adv": 1.0}
auquel	{"ud._": 1.0}
aura	{"ud.verb": 0.6333333333333333, "ud.aux": 0.36666666666666664}
auraient	{"ud.verb": 0.19047619047619047, "ud.aux": 0.8095238095238095}
aurais	{"ud.verb": 0.5, "ud.aux": 0.5}
aurait	{"ud.verb": 0.1038961038961039, "ud.aux": 0.8961038961038961}
auront	{"ud.verb": 0.42857142857142855, "ud.aux": 0.5714285714285714}
auschwitz	{"ud.propn": 1.0}
aussi	{"ud.adv": 1.0}
aussitôt	{"ud.adv": 1.0}
austin	{"ud.propn": 1.0}
australie	{"ud.propn": 1.0}
australien	{"ud.adj": 0.25, "ud.propn": 0.25, "ud.noun": 0.5}
australienne	{"ud.adj": 1.0}
australiens	{"ud.adj": 1.0}
austérité	{"ud.noun": 1.0}
autant	{"ud.adv": 0.9772727272727273, "ud.sconj": 0.022727272727272728}
autels	{"ud.noun": 1.0}
auteur	{"ud.noun": 1.0}
auteurs	{"ud.noun": 1.0}
authenticité	{"ud.noun": 1.0}
authentique	{"ud.propn": 0.2, "ud.adj": 0.8}
autochtones	{"ud.adj": 1.0}
autodétermination	{"ud.noun": 1.0}
automatique	{"ud.adj": 1.0}
automatiquement	{"ud.adv": 1.0}
automne	{"ud.noun": 1.0}
automobile	{"ud.noun": 0.4666666666666667, "ud.adj": 0.5333333333333333}
autonome	{"ud.adj": 1.0}
autonomie	{"ud.noun": 1.0}
autorisation	{"ud.noun": 0.9, "ud.propn": 0.1}
autorise	{"ud.verb": 1.0}
autoriser	{"ud.verb": 1.0}
autorisé	{"ud.verb": 1.0}
autorisées	{"ud.verb": 0.6666666666666666, "ud.adj": 0.3333333333333333}
autorité	{"ud.noun": 0.9473684210526315, "ud.propn": 0.05263157894736842}
autorités	{"ud.noun": 1.0}
autoroute	{"ud.noun": 1.0}
autour	{"ud.adv": 1.0}
autre	{"ud.adj": 0.657608695652174, "ud.pron": 0.2391304347826087, "ud.noun": 0.10326086956521739}
autrefois	{"ud.adv": 1.0}
autrement	{"ud.adv": 1.0}
autres	{"ud.adj": 0.7373737373737373, "ud.pron": 0.18518518518518517, "ud.noun": 0.07744107744107744}
autriche	{"ud.propn": 1.0}
autrichien	{"ud.adj": 1.0}
autrichienne	{"ud.adj": 1.0}
autrichiens	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
autrui	{"ud.pron": 1.0}
auvergne	{"ud.propn": 1.0}
aux	{"ud._": 1.0}
auxquelles	{"ud._": 1.0}
auxquels	{"ud._": 1.0}
av.	{"ud.adp": 1.0}
avaient	{"ud.aux": 0.7936507936507936, "ud.verb": 0.20634920634920634}
avais	{"ud.aux": 0.7692307692307693, "ud.verb": 0.23076923076923078}
avait	{"ud.aux": 0.7458333333333333, "ud.verb": 0.25416666666666665}
aval	{"ud.noun": 1.0}
avance	{"ud.noun": 0.8571428571428571, "ud.verb": 0.14285714285714285}
avancer	{"ud.verb": 1.0}
avancé	{"ud.verb": 0.6, "ud.adj": 0.4}
avancée	{"ud.noun": 0.625, "ud.adj": 0.375}
avancées	{"ud.noun": 1.0}
avant	{"ud.adp": 0.5276595744680851, "ud.adv": 0.40425531914893614, "ud.noun": 0.059574468085106386, "ud.adj": 0.00851063829787234}
